federal state,County town,Companies,Name,road,Postal code,place,Internet,E-Mail,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,,summer opening times (hours by week),Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,,Winter opening times (hours by week),Remarks,longitute,latitude
Bayern,Dillingen a.d.Donau und Donau-Ries,Abfallwirtschaftsverband Nordschwaben,Recyclinghof Wemding,Gustav-Rau-Straße,86650,Wemding,http://www.awv-nordschwaben.de/index.php/oeffnungszeiten.html?category=00000000-0000-0000-0000-000000000042,info@awv-nordschwaben.de,,,,,,,13:00,17:00,,,,,10:00,17:00,,9:00,13:00,,,,,,,,,13:00,17:00,,,,,10:00,17:00,,9:00,13:00,,,,10.7147954,48.8713341
Bayern,Dillingen a.d.Donau und Donau-Ries,Abfallwirtschaftsverband Nordschwaben,Recyclinghof Wertingen,Hettlinger Straße,86637,Wertingen,http://www.awv-nordschwaben.de/index.php/oeffnungszeiten.html?category=00000000-0000-0000-0000-000000000043,info@awv-nordschwaben.de,,,,9:00,17:00,,9:00,17:00,,9:00,17:00,,9:00,17:00,,9:00,14:00,,,,,,9:00,17:00,,9:00,17:00,,9:00,17:00,,9:00,17:00,,9:00,14:00,,,,10.6812344,48.5444771
Bayern,Dillingen a.d.Donau und Donau-Ries,Abfallwirtschaftsverband Nordschwaben,Recyclinghof Wittislingen,Papiermühlweg,89426,Wittislingen,http://www.awv-nordschwaben.de/index.php/oeffnungszeiten.html?category=00000000-0000-0000-0000-000000000044,info@awv-nordschwaben.de,,,,,,,,,,,,,15:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,,,,9:00,12:00,,,Sommerzeit März bis November Winterzeit Dezember bis Februar,10.4339446,48.6146802
Bayern,Dillingen a.d.Donau und Donau-Ries,Abfallwirtschaftsverband Nordschwaben,Recyclinghof Wolferstadt,Zwerchstraß,86709,Wolferstad,http://www.awv-nordschwaben.de/index.php/oeffnungszeiten.html?category=00000000-0000-0000-0000-000000000045,info@awv-nordschwaben.de,,,,,,,,,,,,,,,,10:00,12:00,,,,,,,,,,,,,,,,,,10:00,12:00,,,Dezember bis Februar: jeden 1. und 3. Sa. im Monat geöffnet,10.8057384,48.9188559
Bayern,Günzburg,Landkreis Günzburg,Wertstoffhof,Memmenhausen bei der Kläranlage,86479,Aichen,http://kaw.landkreis-guenzburg.de/index.php/sammelstellen.html,kaw@landkreis-guenzburg.de,,,,,,,,,,,,,,,,10:00,12:00,,,,,,,,,,,,,,,,,,10:00,11:00,,,Sommerzeit März bis November Winterzeit Dezember bis Februar,10.5333868,48.2308289
Bayern,Günzburg,Landkreis Günzburg,Wertstoffhof,ehemalige Bauschuttdeponie ,86480,Aletshausen ,http://kaw.landkreis-guenzburg.de/index.php/sammelstellen.html,kaw@landkreis-guenzburg.de,,,,,,,,,,,,,,,,10:00,11:00,,,,,,,,,,,,,,,,,,10:00,11:00,,,,10.3857483,48.1991265
Bayern,Günzburg,Landkreis Günzburg,Wertstoffhof Breitenthal,Speedway anlage,86488,Breitenthal,http://kaw.landkreis-guenzburg.de/index.php/sammelstellen.html,kaw@landkreis-guenzburg.de,,,,,,,,,,,,,,,,10:00,11:00,,,,,,,,,,,,,,,,,,10:00,11:00,,,,10.2943302,48.2376445
Bayern,Günzburg,Landkreis Günzburg,Wertstoffhof,Kläranlage,89347,Bubesheim,http://kaw.landkreis-guenzburg.de/index.php/sammelstellen.html,kaw@landkreis-guenzburg.de,,,,,,,,,,,,,,,,10:00,11:00,,,,,,,,,,,,,,,,,,10:00,11:00,,,,10.2288,48.45469
Bayern,Günzburg,Landkreis Günzburg,Wertstoffhof,Industriestraße 34,89331,Burgau,http://kaw.landkreis-guenzburg.de/index.php/sammelstellen.html,kaw@landkreis-guenzburg.de,,,,,,,,,,,,,15:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,15:00,17:00,,9:00,12:00,,,,10.4191907,48.4313215
Bayern,Günzburg,Landkreis Günzburg,Wertstoffhof,Remsharter Straße 51,89331,Burgau,http://kaw.landkreis-guenzburg.de/index.php/sammelstellen.html,kaw@landkreis-guenzburg.de,8:00,15:45,,8:00,15:45,,8:00,17:30,,8:00,15:45,,8:00,15:45,,8:00,11:45,,,8:00,15:45,,8:00,15:45,,8:00,17:30,,8:00,15:45,,8:00,15:45,,8:00,11:45,,,jeden 1. Sa. im Monat geöffnet,10.4041631,48.440063
Bayern,Günzburg,Landkreis Günzburg,Wertstoffhof,Sägmühlweg,89349,Burtenbach,http://kaw.landkreis-guenzburg.de/index.php/sammelstellen.html,kaw@landkreis-guenzburg.de,,,,,,,,,,,,,14:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,14:00,16:00,,10:00,12:00,,,,10.4421055,48.3383898
Bayern,Günzburg,Landkreis Günzburg,Wertstoffhof,Konzenberger Straße,89350,Dürrlauingen,http://kaw.landkreis-guenzburg.de/index.php/sammelstellen.html,kaw@landkreis-guenzburg.de,,,,,,,,,,,,,,,,10:00,12:00,,,,,,,,,,,,,,,,,,10:00,12:00,,,,10.4317796,48.4612553
Bayern,Günzburg,Landkreis Günzburg,Wertstoffhof,ehemalige Bauschuttdeponie,89355,Gundremmingen,http://kaw.landkreis-guenzburg.de/index.php/sammelstellen.html,kaw@landkreis-guenzburg.de,,,,,,,,,,,,,,,,12:30,14:30,,,,,,,,,,,,,,,,,,12:30,14:30,,,,10.4041503,48.5009383
Bayern,Günzburg,Landkreis Günzburg,Wertstoffhof,Deffingen Gelände der Firma Günz kompost(gegenüber LEGOLAND),89312,Günzburg,http://kaw.landkreis-guenzburg.de/index.php/sammelstellen.html,kaw@landkreis-guenzburg.de,,,,9:00,13:00,,9:00,17:00,,,,,9:00,17:00,,9:00,13:00,,,,,,9:00,13:00,,9:00,17:00,,,,,9:00,17:00,,9:00,15:00,,,Sommerzeit März bis November Winterzeit Dezember bis Februar,10.278213,48.4707826
Bayern,Günzburg,Landkreis Günzburg,Wertstoffhof,Poststraße 7b,89335,Ichenhausen,http://kaw.landkreis-guenzburg.de/index.php/sammelstellen.html,kaw@landkreis-guenzburg.de,,,,,,,,,,13:00,17:00,,9:00,17:00,,9:00,13:00,,,,,,,,,,,,13:00,17:00,,9:00,17:00,,9:00,15:00,,,Sommerzeit März bis November Winterzeit Dezember bis Februar,10.30157,48.36775
Bayern,Günzburg,Landkreis Günzburg,Wertstoffhof,Messerschmittstr. 31,89343,Jettingen-Scheppach,http://kaw.landkreis-guenzburg.de/index.php/sammelstellen.html,kaw@landkreis-guenzburg.de,,,,,,,13:00,18:00,,,,,9:00,17:00,,9:00,13:00,,,,,,,,,13:00,18:00,,,,,9:00,17:00,,9:00,15:00,,,,10.43906,48.40236
Bayern,Günzburg,Landkreis Günzburg,Wertstoffhof,Ettenbeuren beim Sportgelände,89358,Kammeltal,http://kaw.landkreis-guenzburg.de/index.php/sammelstellen.html,kaw@landkreis-guenzburg.de,,,,,,,,,,,,,14:00,16:00,,,,,,,,,,,,,,,,,,14:00,15:00,,,,,,,10.3617734,48.3757955
Bayern,Günzburg,Landkreis Günzburg,Wertstoffhof,Bahnhofstraße 124,86381,Krumbach,http://kaw.landkreis-guenzburg.de/index.php/sammelstellen.html,kaw@landkreis-guenzburg.de,,,,9:00,17:00,,,,,,,,9:00,17:00,,9:00,16:30,,,,,,9:00,17:00,,,,,,,,9:00,17:00,,9:00,15:00,,,,10.3563193,48.2520389
Bayern,Günzburg,Landkreis Günzburg,Wertstoffhof,Schleifstraße,89340,Leipheim,http://kaw.landkreis-guenzburg.de/index.php/sammelstellen.html,kaw@landkreis-guenzburg.de,,,,17:00,19:00,,,,,,,,14:00,16:00,,9:00,12:00,,,,,,,,,,,,,,,14:00,16:00,,9:00,12:00,,,Sommerzeit Juni bis September Winterzeit Oktober bis Mai,10.2238313,48.440583
Bayern,Günzburg,Landkreis Günzburg,Wertstoffhof,Viehweidweg,86505,Münsterhausen,http://kaw.landkreis-guenzburg.de/index.php/sammelstellen.html,kaw@landkreis-guenzburg.de,,,,,,,,,,,,,,,,9:00,11:00,,,,,,,,,,,,,,,,,,9:00,11:00,,,,10.4475997,48.3144106
Bayern,Günzburg,Landkreis Günzburg,Wertstoffhof,Wiesenstraße,86633,Neuburg a.d. Kammel,http://kaw.landkreis-guenzburg.de/index.php/sammelstellen.html,kaw@landkreis-guenzburg.de,,,,,,,,,,,,,,,,10:00,12:00,,,,,,,,,,,,,,,,,,10:00,11:00,,,,10.364905,48.3011306
Bayern,Günzburg,Landkreis Günzburg,Wertstoffhof,Steigstraße 40,89362,Offingen,http://kaw.landkreis-guenzburg.de/index.php/sammelstellen.html,kaw@landkreis-guenzburg.de,,,,,,,17:00,18:00,,,,,14:00,16:00,,9:00,11:00,,,,,,,,,,,,,,,14:00,16:00,,9:00,11:00,,,Sommerzeit März - Oktober Winterzeit November - Februar,10.36616,48.4868
Bayern,Günzburg,Landkreis Günzburg,Wertstoffhof,Carl-Zeiss-Straße 9,86470,Thannhausen,http://kaw.landkreis-guenzburg.de/index.php/sammelstellen.html,kaw@landkreis-guenzburg.de,,,,,,,,,,,,,14:00,17:00,,9:00,14:00,,,,,,,,,,,,,,,14:00,17:00,,9:00,12:00,,,,10.4576285,48.2884366
Bayern,Günzburg,Landkreis Günzburg,Wertstoffhof,Bayersried,86513,Ursberg,http://kaw.landkreis-guenzburg.de/index.php/sammelstellen.html,kaw@landkreis-guenzburg.de,,,,,,,,,,,,,,,,9:30,11:00,,,,,,,,,,,,,,,,,,9:30,11:00,,,,10.4497019,48.2605355
Bayern,Günzburg,Landkreis Günzburg,Wertstoffhof,Oberwiesenbach ehemalige Bauschuttdeponie,86519,Wiesenbach,http://kaw.landkreis-guenzburg.de/index.php/sammelstellen.html,kaw@landkreis-guenzburg.de,,,,,,,,,,,,,,,,10:00,12:00,,,,,,,,,,,,,,,,,,10:00,11:00,,,,10.3098502,48.2915011
Bayern,Günzburg,Landkreis Günzburg,Wertstoffhof,Kohlstattstraße,86473,Ziemetshausen,http://kaw.landkreis-guenzburg.de/index.php/sammelstellen.html,kaw@landkreis-guenzburg.de,,,,,,,,,,,,,,,,9:00,11:30,,,,,,,,,,,,,,,,,,9:00,11:30,,,,10.5267719,48.2963187
Bayern,Neu-Ulm,AWB - Abfallwirtschaftsbetriebdes Landkreises Neu-Ulm,Wertstoffhof,Hindenburgstr. 1,89281,Altenstadt,http://www.awb-neu-ulm.de/?q=inhalt/wertstoffhof-altenstadt&width=350&height=550,S.Jaut@Altenstadt-vg.de,,,,,,,16:30,19:00,,,,,,,,10:00,13:00,,,,,,,,,16:00,18:00,,,,,,,,10:00,13:00,,,Ansprechpartner: Frau Jaut,10.1127045,48.163205
Bayern,Neu-Ulm,AWB - Abfallwirtschaftsbetriebdes Landkreises Neu-Ulm,Wertstoffhof,Memminger Str. 7,89287,Bellenberg,http://www.awb-neu-ulm.de/?q=inhalt/wertstoffhof-bellenberg&width=350&height=550,Lipp@gemeinde-bellenberg.de,,,,,,,15:00,17:00,,,,,15:00,18:00,,10:00,14:00,,,,,,,,,14:00,16:00,,,,,,,,10:00,14:00,,,Ansprechpartner: Frau Lipp Sommerzeit 15.03. bis 14.11. Winterzeit 15.11. bis 14.03,10.09401,48.25613
Bayern,Neu-Ulm,AWB - Abfallwirtschaftsbetriebdes Landkreises Neu-Ulm,Wertstoffhof,Friedhofweg 2,89290,Buch,http://www.awb-neu-ulm.de/?q=inhalt/wertstoffhof-buch&width=350&height=550,Ivonne.Keller@vg-buch.de,,,,,,,,,,,,,16:00,17:00,,10:00,12:00,,,,,,,,,,,,,,,,,,,,,,,10.1800193,48.2235227
Bayern,Neu-Ulm,AWB - Abfallwirtschaftsbetriebdes Landkreises Neu-Ulm,Wertstoffhof,Pfarrgäßle 2,89275,Elchingen,http://www.awb-neu-ulm.de/?q=inhalt/wertstoffhof-elchingen-0&width=350&height=550,katrin.regenbogen@elchingen.de,,,,,,,15:00,18:30,,,,,,,,9:00,15:00,,,,,,,,,15:30,16:30,,,,,,,,9:00,13:00,,,Sommerzeit April - Oktober Winterzeit November-März,10.0487469,48.4385297
Bayern,Neu-Ulm,AWB - Abfallwirtschaftsbetriebdes Landkreises Neu-Ulm,Wertstoffhof,Kirchstr. 14,89291,Holzheim,http://www.awb-neu-ulm.de/?q=inhalt/wertstoffhof-holzheim&width=350&height=550,martina.schweizer@vg-pfaffenhofen.de,,,,,,,,,,,,,,,,9:00,12:00,,,,,,,,,,,,,,,,,,9:00,12:00,,,jeden 2.Samstag ungerade Woche,10.1044354,48.3822531
Bayern,Neu-Ulm,AWB - Abfallwirtschaftsbetriebdes Landkreises Neu-Ulm,Wertstoffhof,Stockäcker 2,89257,Illertissen-Au,http://www.awb-neu-ulm.de/?q=inhalt/wertstoffhof-illertissen&width=350&height=550,Schmidt@Illertissen.de,,,,10:00,18:00,,14:00,18:00,,14:00,18:00,,10:00,18:00,,9:00,16:00,,,,,,14:00,17:00,,14:00,17:00,,14:00,17:00,,14:00,17:00,,9:00,15:00,,,Sommerzeit Vom 15. März bis 15. November Winterzeit Vom 16. November bis 14. März,10.07806,48.232593
Bayern,Neu-Ulm,AWB - Abfallwirtschaftsbetriebdes Landkreises Neu-Ulm,Wertstoffhof,Marktstr. 6,89293, Kellmünz,http://www.awb-neu-ulm.de/?q=inhalt/wertstoffhof-kellmuenz&width=350&height=550,rathaus@kellmuenz.de,,,,17:00,18:00,,,,,,,,,,,10:00,12:00,,,,,,,,,,,,,,,,,,10:00,12:00,,,Ansprechpartner: Frau Carmen Weiher,10.12937,48.12161
Bayern,Neu-Ulm,AWB - Abfallwirtschaftsbetriebdes Landkreises Neu-Ulm,Wertstoffhof,Rathausplatz 1,89278,Nersingen,http://www.awb-neu-ulm.de/?q=inhalt/wertstoffhof-nersingen&width=350&height=550,gerhard.dukek@nersingen.de,,,,15:00,17:00,,16:00,18:00,,,,,15:00,18:00,,11:00,15:00,,,,,,15:00,17:00,,,,,,,,15:00,17:00,,11:00,15:00,,,,10.1227764,48.4278147
Bayern,Neu-Ulm,AWB - Abfallwirtschaftsbetriebdes Landkreises Neu-Ulm,Wertstoffhof,Reinzstraße 15,89233,Neu-Ulm,http://www.awb-neu-ulm.de/?q=inhalt/wertstoffhof-neu-ulm&width=350&height=550,j.gerhardt@stadt.neu-ulm.de,9:00,18:00,,9:00,18:00,,,,,9:00,18:00,,9:00,19:00,,9:00,15:00,,,9:00,18:00,,9:00,18:00,,,,,9:00,18:00,,9:00,19:00,,9:00,15:00,,,Mo.Di.Do.Fr. Mittagspause von 12:30-13:30 Uhr,10.02576,48.41692
Bayern,Neu-Ulm,AWB - Abfallwirtschaftsbetriebdes Landkreises Neu-Ulm,Wertstoffhof,Kirchstr. 1,89294,Oberroth,http://www.awb-neu-ulm.de/?q=inhalt/wertstoffhof-oberroth&width=350&height=550,info@oberroth.de,,,,,,,,,,,,,,,,9:00,10:00,,,,,,,,,,,,,,,,,,9:00,10:00,,,,10.1905917,48.1738259
Bayern,Neu-Ulm,AWB - Abfallwirtschaftsbetriebdes Landkreises Neu-Ulm,Wertstoffhof,Hauptstr. 1,89296,Osterberg,http://www.awb-neu-ulm.de/?q=inhalt/wertstoffhof-osterberg&width=350&height=550,rathaus.osterberg@altenstadt-vg.de,,,,,,,17:30,19:00,,,,,,,,15:00,17:30,,,,,,,,,,,,,,,,,,14:00,16:30,,,,10.1699645,48.1468364
Bayern,Neu-Ulm,AWB - Abfallwirtschaftsbetriebdes Landkreises Neu-Ulm,Wertstoffhof,Kirchplatz 6,89284,Pfaffenhofen,http://www.awb-neu-ulm.de/?q=inhalt/wertstoffhof-pfaffenhofen&width=350&height=550,martina.schweizer@vg-pfaffenhofen.de,,,,,,,,,,,,,15:00,17:00,,10:00,12:00,,,,,,,,,,,,,,,15:00,17:00,,10:00,12:00,,,,10.15951,48.35506
Bayern,Neu-Ulm,AWB - Abfallwirtschaftsbetriebdes Landkreises Neu-Ulm,Wertstoffhof,Prälatenhof 2,89297,Roggenburg,http://www.awb-neu-ulm.de/?q=inhalt/wertstoffhof-roggenburg&width=350&height=550,johannes.stoetter@roggenburg.de,,,,,,,17:00,19:00,,,,,13:00,16:00,,9:00,16:00,,,,,,,,,,,,,,,13:00,16:00,,9:00,12:00,,,,10.2280058,48.2740234
Bayern,Neu-Ulm,AWB - Abfallwirtschaftsbetriebdes Landkreises Neu-Ulm,Wertstoffhof,Hettstedter Platz 1,89269,Vöhringen,http://www.awb-neu-ulm.de/?q=inhalt/wertstoffhof-voehringen&width=350&height=550,emesloh@voehringen.de,,,,9:00,17:00,,,,,13:00,18:30,,9:00,17:00,,9:00,16:00,,,,,,9:00,12:00,,,,,13:00,16:00,,9:00,16:00,,9:00,15:00,,,Sommerzeit 15. März bis 14. November Winterzeit 15. November bis 14. März,10.0760624,48.2764529
Bayern,Neu-Ulm,AWB - Abfallwirtschaftsbetriebdes Landkreises Neu-Ulm,Wertstoffhof,Memminger Straße 59,89264,Weißenhorn,http://www.awb-neu-ulm.de/?q=inhalt/wertstoffhof-weissenhorn&width=350&height=550,muell@weissenhorn.de,,,,18:00,20:00,,16:00,19:00,,,,,14:00,18:00,,9:00,13:00,,,,,,,,,16:00,19:00,,,,,14:00,17:00,,9:00,13:00,,,,10.1615252,48.2986866
Bayern,Neu-Ulm,AWB - Abfallwirtschaftsbetriebdes Landkreises Neu-Ulm,Wertstoffhof,,89250,Senden,http://www.awb-neu-ulm.de/?q=inhalt/wertstoffhof-senden&width=350&height=550,nolle.johannes@stadt-senden.de,17:00,19:00,,,,,17:00,20:00,,,,,15:00,18:00,,10:00,15:00,,,17:00,19:00,,,,,17:00,20:00,,,,,15:00,18:00,,10:00,15:00,,,,10.0632889,48.3235714
Bayern,Ostallgäu,Kommunale Abfallwirtschaft Landratsamt Ostallgäu,Wertstoffhof Lamerdingen,Pilzweg 15,86862,Lamerdingen,http://maps.ostallgaeu.de/#ll=48.00423010.917741&z=10&m=road&cat=18117,webmaster@lra-oal.bayern.de,,,,,,,,,,,,,,,,9:00,12:00,,,,,,,,,,,,,,,,,,9:00,12:00,,,,10.7338347,48.098257
Bayern,Ostallgäu,Kommunale Abfallwirtschaft Landratsamt Ostallgäu,Wertstoffhof Buchloe,Eschenlohstraße 19a,86807,Buchloe,http://maps.ostallgaeu.de/#ll=48.00423010.917741&z=10&m=road&cat=18118,webmaster@lra-oal.bayern.de,,,,14:00,18:00,,14:00,18:00,,,,,14:00,18:00,,9:00,15:00,,,,,,14:00,18:00,,14:00,18:00,,,,,14:00,18:00,,9:00,15:00,,,,10.7212952,48.0466014
Bayern,Ostallgäu,Kommunale Abfallwirtschaft Landratsamt Ostallgäu,Wertstoffhof Jengen,Gewerbestraße 3,86860,Jengen,http://maps.ostallgaeu.de/#ll=48.00423010.917741&z=10&m=road&cat=18119,webmaster@lra-oal.bayern.de,,,,,,,,,,,,,15:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,15:00,17:00,,9:00,12:00,,,,10.7223109,48.0042324
Bayern,Ostallgäu,Kommunale Abfallwirtschaft Landratsamt Ostallgäu,Wertstoffhof Waal,Moosweg 1,86875,Waal,http://maps.ostallgaeu.de/#ll=48.00423010.917741&z=10&m=road&cat=18120,webmaster@lra-oal.bayern.de,,,,,,,17:30,19:30,,,,,,,,9:00,12:00,,,,,,,,,17:30,19:30,,,,,,,,9:00,12:00,,,,10.769768,47.9952341
Bayern,Ostallgäu,Kommunale Abfallwirtschaft Landratsamt Ostallgäu,Wertstoffhof Pforzen,Mühlstraße 23,87666,Pforzen,http://maps.ostallgaeu.de/#ll=48.00423010.917741&z=10&m=road&cat=18121,webmaster@lra-oal.bayern.de,,,,,,,16:00,19:00,,,,,,,,9:00,12:00,,,,,,,,,16:00,18:00,,,,,,,,9:00,12:00,,,,10.6133,47.93282
Bayern,Ostallgäu,Kommunale Abfallwirtschaft Landratsamt Ostallgäu,Wertstoffhof Rieden b.Kaufb.,Zwischen Zellerberg u. Rieden,87668,Rieden b. KF,http://maps.ostallgaeu.de/#ll=48.00423010.917741&z=10&m=road&cat=18122,webmaster@lra-oal.bayern.de,,,,,,,17:30,19:00,,,,,,,,9:30,12:00,,,,,,,,,16:30,18:00,,,,,,,,9:30,12:00,,,,10.6457646,47.9521699
Bayern,Ostallgäu,Kommunale Abfallwirtschaft Landratsamt Ostallgäu,Wertstoffhof Kaltental,bei der Kläranlage,87662,Kaltental,http://maps.ostallgaeu.de/#ll=48.00423010.917741&z=10&m=road&cat=18123,webmaster@lra-oal.bayern.de,,,,,,,14:00,16:00,,,,,,,,9:00,12:00,,,,,,,,,14:00,16:00,,,,,,,,9:00,12:00,,,,10.75328,47.909819
Bayern,Ostallgäu,Kommunale Abfallwirtschaft Landratsamt Ostallgäu,Wertstoffhof Oberostendorf mit Deponie,Am Eldratshoferweg,86869,Oberostendorf,http://maps.ostallgaeu.de/#ll=48.00423010.917741&z=10&m=road&cat=18124,webmaster@lra-oal.bayern.de,8:00,17:00,,8:00,12:00,,8:00,12:00,,8:00,17:00,,8:00,17:00,,9:00,12:00,,,8:00,17:00,,8:00,12:00,,8:00,12:00,,8:00,17:00,,8:00,17:00,,9:00,12:00,,,,10.7507578,47.9343242
Bayern,Ostallgäu,Kommunale Abfallwirtschaft Landratsamt Ostallgäu,Wertstoffhof Westendorf,Blütenring 2,87679, Westendorf,http://maps.ostallgaeu.de/#ll=48.00423010.917741&z=10&m=road&cat=18125,webmaster@lra-oal.bayern.de,,,,,,,,,,,,,,,,9:00,12:00,,,,,,,,,,,,,,,,,,9:00,12:00,,,,10.71601,47.93292
Bayern,Ostallgäu,Kommunale Abfallwirtschaft Landratsamt Ostallgäu,Wertstoffhof Baisweil,Keltenweg 32 (am Bauhof),87650,Baisweil,http://maps.ostallgaeu.de/#ll=48.00423010.917741&z=10&m=road&cat=18126,webmaster@lra-oal.bayern.de,,,,,,,16:30,18:00,,,,,,,,9:00,12:00,,,,,,,,,16:30,18:00,,,,,,,,9:00,12:00,,,,10.5402579,47.9445778
Bayern,Ostallgäu,Kommunale Abfallwirtschaft Landratsamt Ostallgäu,Wertstoffhof Eggenthal,Keltenstraße 8,87653, Eggenthal,http://maps.ostallgaeu.de/#ll=48.00423010.917741&z=10&m=road&cat=18127,webmaster@lra-oal.bayern.de,,,,,,,,,,,,,16:00,18:00,,9:00,12:00,,,,,,,,,,,,,,,15:00,17:00,,9:00,12:00,,,,10.5132678,47.9162223
Bayern,Ostallgäu,Kommunale Abfallwirtschaft Landratsamt Ostallgäu,Wertstoffhof Irsee,Am Brühlbach 6,87660,Irsee,http://maps.ostallgaeu.de/#ll=48.00423010.917741&z=10&m=road&cat=18128,webmaster@lra-oal.bayern.de,,,,,,,17:00,19:00,,,,,,,,9:00,12:00,,,,,,,,,16:00,18:00,,,,,,,,9:00,12:00,,,,10.5768337,47.9089116
Bayern,Ostallgäu,Kommunale Abfallwirtschaft Landratsamt Ostallgäu,Wertstoffhof Germaringen,Flurweg 12,87656,Germaringen,http://maps.ostallgaeu.de/#ll=48.00423010.917741&z=10&m=road&cat=18129,webmaster@lra-oal.bayern.de,,,,,,,16:00,18:00,,,,,,,,8:00,12:00,,,,,,,,,16:00,18:00,,,,,,,,8:00,12:00,,,,10.6684483,47.9282939
Bayern,Ostallgäu,Kommunale Abfallwirtschaft Landratsamt Ostallgäu,Wertstoffhof Mauerstetten,Lindenstraße 18 a,87665,Mauerstetten,http://maps.ostallgaeu.de/#ll=48.00423010.917741&z=10&m=road&cat=18130,webmaster@lra-oal.bayern.de,16:30,18:30,,,,,17:00,19:00,,,,,,,,8:30,12:30,,,,,,,,,17:00,19:00,,,,,,,,8:30,12:30,,,,10.67024,47.90041
Bayern,Ostallgäu,Kommunale Abfallwirtschaft Landratsamt Ostallgäu,Wertstoffhof Stöttwang,Aufkircher Weg 2,87677,Stöttwang,http://maps.ostallgaeu.de/#ll=48.00423010.917741&z=10&m=road&cat=18131,webmaster@lra-oal.bayern.de,,,,,,,,,,,,,14:30,16:30,,9:30,12:00,,,,,,,,,,,,,,,14:30,16:30,,9:30,12:00,,,,10.7138205,47.8988142
Bayern,Ostallgäu,Kommunale Abfallwirtschaft Landratsamt Ostallgäu,Wertstoffhof Ronsberg,Obergünzburger Str. 28,87671,Ronsberg,http://maps.ostallgaeu.de/#ll=48.00423010.917741&z=10&m=road&cat=18132,webmaster@lra-oal.bayern.de,,,,,,,17:00,19:00,,,,,,,,10:00,12:00,,,,,,,,,15:00,17:00,,,,,,,,10:00,12:00,,,,10.4156793,47.8924088
Bayern,Ostallgäu,Kommunale Abfallwirtschaft Landratsamt Ostallgäu,Wertstoffhof Friesenried,Im Anger 1,87654,Friesenried,http://maps.ostallgaeu.de/#ll=48.00423010.917741&z=10&m=road&cat=18133,webmaster@lra-oal.bayern.de,,,,,,,17:00,18:30,,,,,,,,9:00,12:00,,,,,,,,,15:00,16:30,,,,,,,,9:00,12:00,,,,10.5306726,47.8765169
Bayern,Ostallgäu,Kommunale Abfallwirtschaft Landratsamt Ostallgäu,Wertstoffhof Osterzell,Waldhausstraße 13,87662,Osterzell,http://maps.ostallgaeu.de/#ll=48.00423010.917741&z=10&m=road&cat=18134,webmaster@lra-oal.bayern.de,,,,,,,17:30,19:00,,,,,,,,9:00,12:00,,,,,,,,,17:30,19:00,,,,,,,,9:00,12:00,,,,10.7487778,47.8760597
Bayern,Ostallgäu,Kommunale Abfallwirtschaft Landratsamt Ostallgäu,Wertstoffhof Untrasried,Richtung Hopferbach,87496,Untrasried,http://maps.ostallgaeu.de/#ll=48.00423010.917741&z=10&m=road&cat=18135,webmaster@lra-oal.bayern.de,,,,,,,16:00,17:30,,,,,,,,10:00,12:00,,,,,,,,,16:00,17:30,,,,,,,,10:00,12:00,,,,10.3799773,47.8280407
Bayern,Ostallgäu,Kommunale Abfallwirtschaft Landratsamt Ostallgäu,Wertstoffhof Aitrang,Thingauer Straße 5,87648,Aitrang,http://maps.ostallgaeu.de/#ll=48.00423010.917741&z=10&m=road&cat=18136,webmaster@lra-oal.bayern.de,,,,,,,,,,,,,15:00,17:00,,9:00,12:00,,,,,,,,,,,,,,,15:00,17:00,,9:00,12:00,,,,10.5337119,47.8165979
Bayern,Ostallgäu,Kommunale Abfallwirtschaft Landratsamt Ostallgäu,Wertstoffhof Biessenhofen,Heubrückenweg 19,87640,Biessenhofen,http://maps.ostallgaeu.de/#ll=48.00423010.917741&z=10&m=road&cat=18137,webmaster@lra-oal.bayern.de,,,,,,,17:00,18:00,,,,,,,,9:00,12:00,,,,,,,,,,,,,,,,,,9:00,12:00,,,,10.6473817,47.8379518
Bayern,Ostallgäu,Kommunale Abfallwirtschaft Landratsamt Ostallgäu,Wertstoffhof Bidingen,Bernbacher Straße 17,87651,Bidingen,http://maps.ostallgaeu.de/#ll=48.00423010.917741&z=10&m=road&cat=18138,webmaster@lra-oal.bayern.de,,,,,,,17:00,18:30,,,,,,,,9:00,12:00,,,,,,,,,17:00,18:30,,,,,,,,9:00,12:00,,,,10.71853,47.83008
Bayern,Ostallgäu,Kommunale Abfallwirtschaft Landratsamt Ostallgäu,Wertstoffhof Günzach,Hauptstraße 30,87634,Günzach,http://maps.ostallgaeu.de/#ll=48.00423010.917741&z=10&m=road&cat=18139,webmaster@lra-oal.bayern.de,,,,,,,16:00,17:30,,,,,,,,9:00,12:00,,,,,,,,,16:00,17:30,,,,,,,,9:00,12:00,,,,10.43363,47.82622
